account_id,account_name,account_description,industry,segment,region,nr_employees,days_to_next_renewal,days_since_last_sales_activity,nr_support_tickets,ai_usage,nr_active_users,nr_licensed_seats,current_revenue,call_transcript_summary,revenue_end_of_quarter
ACC-0378,Ionic Edu Labs,Specializes in early childhood education curriculum and assessment tools.,Education,Mid-Market,NA,452,59,104,8,0.175,43,108,96507.2,Champion CMO has left the company. New leadership is reviewing all vendor contracts including ours.,7183.22
ACC-0379,Lynx Fin HQ,Provides algorithmic trading platforms for institutional asset managers.,Finance,SMB,EMEA,134,112,32,1,0.513,38,44,16854.15,Client running an internal case study on our impact. CTO plans to use it to expand to finance.,20227.46
ACC-0380,Orbit Health Global,Develops wearable health monitoring devices for chronic disease management.,Healthcare,Mid-Market,EMEA,1733,140,42,0,0.702,126,174,50550.03,Account is merging with another company that uses Clari. Consolidation likely favors incumbent.,0.0
ACC-0381,Wynd Tech Platform,Builds machine learning operations tooling for data science teams.,Technology,Mid-Market,EMEA,1972,244,73,4,0.243,93,156,66187.12,Quick check-in — everything running smoothly. COO is focused on other priorities this quarter.,66187.12
ACC-0382,Beta Sound Solutions,Runs a stock photography and video marketplace for creative professionals.,Media,SMB,EMEA,186,149,29,1,0.689,17,37,5200.15,Account is using the platform as expected. sales adoption is moderate. No new asks.,5200.15
ACC-0383,Sage Media Hub,Develops video streaming infrastructure and content delivery solutions.,Media,SMB,EMEA,117,135,27,0,0.508,19,37,19236.66,Expansion conversation initiated by VP of Sales. They want reporting tool access for the entire HR org.,28800.18
ACC-0384,Ionic Vita Systems,Develops electronic health record systems for regional hospital networks.,Healthcare,Mid-Market,APAC,788,70,125,2,0.0,14,74,98892.91,Brief call with Director of Engineering. Budget is flat for next year. Happy but no plans to expand seats.,98892.91
ACC-0385,Forge Tech Ventures,Operates a cloud-native observability platform for distributed systems.,Technology,Enterprise,NA,10634,134,33,3,0.564,564,818,479474.64,,479474.64
ACC-0386,Mira Cloud Inc,Develops cloud-based infrastructure tools for enterprise DevOps teams.,Technology,Mid-Market,NA,1609,158,10,3,0.337,28,40,82796.95,Check-in was positive but brief. marketing team has embedded the tool in their workflow.,82796.95
ACC-0387,Zeta Cloud Labs,Specializes in real-time data streaming platforms for event-driven architectures.,Technology,Mid-Market,NA,1293,170,101,1,0.784,77,119,44570.5,Check-in was positive but brief. operations team has embedded the tool in their workflow.,44570.5
ACC-0388,Luma Brain Co,Offers corporate training and upskilling platforms for Fortune 500 companies.,Education,Enterprise,NA,26158,176,0,3,0.402,874,1256,730992.26,VP of Sales mentioned board-level visibility for our product. Planning expansion into engineering.,991645.89
ACC-0389,Onyx Press Networks,Runs a stock photography and video marketplace for creative professionals.,Media,Enterprise,LATAM,32414,133,40,6,0.532,525,951,1739061.84,Solid account. HR uses it consistently. CFO may revisit expansion in Q3.,1739061.84
ACC-0390,Beta Vita Hub,Provides telemedicine platforms connecting patients with specialists remotely.,Healthcare,SMB,EMEA,84,67,71,2,0.0,20,35,15723.23,Check-in was positive but brief. finance team has embedded the tool in their workflow.,15723.23
ACC-0391,Zeta Study Works,Provides learning management systems tailored for healthcare continuing education.,Education,Mid-Market,NA,1979,66,40,2,0.421,91,125,99311.84,Account is using the platform as expected. customer success adoption is moderate. No new asks.,99311.84
ACC-0392,Lynx Bio Networks,Specializes in medical billing automation and revenue cycle management.,Healthcare,SMB,APAC,132,67,99,4,0.01,8,15,6721.24,Account has gone mostly silent. Last meaningful engagement was a complaint about analytics suite performance.,0.0
ACC-0393,Ultra Ledger Studio,Develops fraud detection and compliance monitoring solutions for payments.,Finance,Mid-Market,EMEA,1700,179,51,4,0.0,28,36,64321.56,Account achieved measurable ROI — Director of Engineering is using this to justify expansion to engineering leadership.,84103.29
ACC-0394,Flux Frame Group,Specializes in injection-molded plastic components for the automotive sector.,Manufacturing,Enterprise,NA,5526,236,52,2,0.194,706,1265,1479326.99,Brief call with CTO. Budget is flat for next year. Happy but no plans to expand seats.,1479326.99
ACC-0395,Sage Academy AI,Operates an online learning platform offering professional certification courses.,Education,SMB,NA,110,242,0,1,0.647,18,20,2220.62,Strategic planning session with VP of Sales. They see us as core infrastructure for engineering going forward.,3213.73
ACC-0396,Peak Play Hub,Operates a creative agency specializing in branded content and short-form video.,Media,SMB,NA,78,105,21,2,0.526,22,33,19976.52,COO asked about enterprise pricing tiers. They're planning to double their usage in customer success.,23126.32
ACC-0397,Apex Cloud Solutions,Builds developer productivity platforms with integrated CI/CD pipelines.,Technology,Mid-Market,APAC,1254,49,0,6,0.615,58,73,34714.76,Account achieved measurable ROI — COO is using this to justify expansion to sales leadership.,49195.7
ACC-0398,Orbit Vita Ventures,Develops electronic health record systems for regional hospital networks.,Healthcare,Mid-Market,NA,1923,181,21,0,0.579,53,70,54033.24,Expansion conversation initiated by Director of Engineering. They want analytics suite access for the entire customer success org.,76881.16
ACC-0399,Astra Med Group,Offers population health analytics for insurance providers and health systems.,Healthcare,Enterprise,NA,49752,39,100,7,0.035,182,576,759224.05,Product feedback session — they'd like improvements to dashboard module but overall satisfied.,759224.05
ACC-0400,Vertex Asset Inc,Provides real-time risk analytics for derivatives and fixed-income portfolios.,Finance,Mid-Market,NA,713,181,79,4,0.05,68,134,47602.24,Renewal conversation went smoothly. Director of Engineering confirmed they plan to continue at the current level.,47602.24
ACC-0401,Bolt Media AI,Runs a digital publishing platform for independent journalists and newsletters.,Media,Mid-Market,EMEA,441,122,110,11,0.0,28,91,23202.5,Product feedback session — they'd like improvements to analytics suite but overall satisfied.,23202.5
ACC-0402,Kova Campus Corp,Develops adaptive learning software for K-12 school districts.,Education,Mid-Market,NA,341,232,73,3,0.349,111,185,52550.88,Solid account. marketing uses it consistently. CTO may revisit expansion in Q3.,52550.88
ACC-0403,Helix Fin Analytics,Provides algorithmic trading platforms for institutional asset managers.,Finance,Enterprise,APAC,38666,180,56,1,0.0,490,723,264319.97,Brief call with CFO. Budget is flat for next year. Happy but no plans to expand seats.,264319.97
ACC-0404,Delta View Dynamics,Provides programmatic advertising technology for connected TV and streaming.,Media,Mid-Market,NA,1629,208,45,4,0.339,104,134,89106.0,Account mentioned considering dashboard module upgrades but not until next fiscal year.,89106.0
ACC-0405,Helix Cart Group,Develops point-of-sale and loyalty program software for brick-and-mortar stores.,Retail,SMB,EMEA,76,127,137,10,0.474,1,6,4614.9,"Account is in maintenance mode. CTO sees us as a reliable tool, not a strategic priority.",4614.9
ACC-0406,Nova Deal Corp,Runs a direct-to-consumer e-commerce brand for sustainable home goods.,Retail,SMB,EMEA,111,232,60,4,0.718,8,11,12840.95,Product feedback session — they'd like improvements to Slack integration but overall satisfied.,12840.95
ACC-0407,Orbit Goods Corp,Operates a chain of specialty grocery stores with a focus on organic products.,Retail,Mid-Market,EMEA,655,156,28,4,0.413,92,185,55021.47,Account is using the platform as expected. sales adoption is moderate. No new asks.,55021.47
ACC-0408,Spark Pulse Partners,Builds pharmacy management software for independent and chain pharmacies.,Healthcare,Enterprise,NA,9032,180,77,5,0.301,324,753,1555097.3,Quick check-in — everything running smoothly. Director of Engineering is focused on other priorities this quarter.,1555097.3
ACC-0409,Ionic Media Works,Develops video streaming infrastructure and content delivery solutions.,Media,Mid-Market,APAC,671,116,87,3,0.198,66,153,39740.49,Product feedback session — they'd like improvements to API access but overall satisfied.,39740.49
ACC-0410,Wave Net Group,Operates a cloud-native observability platform for distributed systems.,Technology,Mid-Market,LATAM,1004,138,53,1,0.479,43,48,48624.8,Upsell discussion went very well. VP of Sales has internal buy-in and wants to fast-track 18 new seats.,54189.97
ACC-0411,Flux Pulse Analytics,Runs clinical trial management services for pharmaceutical companies.,Healthcare,SMB,NA,63,232,38,3,,25,39,14511.14,Renewal conversation went smoothly. CMO confirmed they plan to continue at the current level.,14511.14
ACC-0412,Prism Care AI,Develops electronic health record systems for regional hospital networks.,Healthcare,SMB,NA,146,124,87,4,0.27,17,34,16929.71,Annual review meeting. The account values Slack integration but isn't looking to grow usage right now.,16929.71
ACC-0413,Astra Cure Group,Manufactures diagnostic imaging equipment for radiology departments.,Healthcare,SMB,LATAM,54,35,73,8,0.151,5,17,8114.31,Client mentioned they're moving to an in-house solution built by their engineering team.,0.0
ACC-0414,Ultra Digital Platform,Develops cloud-based infrastructure tools for enterprise DevOps teams.,Technology,SMB,EMEA,142,121,14,0,0.811,4,6,17637.42,Strategic planning session with CTO. They see us as core infrastructure for operations going forward.,23261.28
ACC-0415,Quant Code Works,Delivers API management and gateway solutions for microservices architectures.,Technology,SMB,NA,144,124,14,2,0.0,25,31,7366.2,CTO asked about enterprise pricing tiers. They're planning to double their usage in engineering.,8368.57
ACC-0416,Core Build Analytics,Specializes in injection-molded plastic components for the automotive sector.,Manufacturing,SMB,NA,81,130,76,7,0.129,4,8,15021.37,Account mentioned considering analytics suite upgrades but not until next fiscal year.,15021.37
ACC-0417,Bolt Cast Global,Operates a creative agency specializing in branded content and short-form video.,Media,Enterprise,APAC,38066,47,52,3,0.492,1126,1522,1365739.44,Annual review meeting. The account values API access but isn't looking to grow usage right now.,1365739.44
ACC-0418,Astra Data Ventures,Provides AI-powered cybersecurity monitoring for mid-size companies.,Technology,Enterprise,APAC,38639,61,40,4,0.551,329,487,1835110.51,No escalations this quarter. COO mentioned the team is comfortable with current functionality.,1835110.51
ACC-0419,Jade Pay Hub,Develops regulatory reporting tools for broker-dealers and investment firms.,Finance,Mid-Market,EMEA,946,108,70,9,0.241,50,155,72620.51,Mid-quarter sync. Director of Engineering is happy with support response times. No changes planned.,72620.51
ACC-0420,Sync Cart Inc,Provides inventory management and demand forecasting tools for omnichannel retailers.,Retail,Mid-Market,LATAM,1327,132,54,5,0.0,67,137,92348.62,,92348.62
ACC-0421,Ultra Story Solutions,Builds audience engagement and subscription monetization tools for publishers.,Media,Enterprise,EMEA,16191,36,75,4,0.196,885,1863,1231711.09,Routine QBR completed. Account is satisfied with current usage across finance. No expansion planned.,1231711.09
ACC-0422,Jade Works Corp,Produces specialty chemicals and coatings for semiconductor fabrication.,Manufacturing,SMB,NA,72,123,,6,0.499,10,23,8547.21,Mid-quarter sync. CTO is happy with support response times. No changes planned.,8547.21
ACC-0423,Kova Mentor Networks,Provides learning management systems tailored for healthcare continuing education.,Education,SMB,EMEA,64,107,0,6,0.682,24,41,13602.9,Routine QBR completed. Account is satisfied with current usage across marketing. No expansion planned.,13602.9
ACC-0424,Crest Alloy Partners,Manufactures steel structural components for commercial construction projects.,Manufacturing,Mid-Market,NA,256,38,40,5,0.432,18,33,31374.88,Executive sponsor CMO is championing a company-wide expansion. Budget already approved for 60 new seats.,38056.05
ACC-0425,Core Fin Networks,Develops regulatory reporting tools for broker-dealers and investment firms.,Finance,Enterprise,NA,40198,90,91,7,0.176,986,1810,1780546.48,No escalations this quarter. CFO mentioned the team is comfortable with current functionality.,1780546.48
ACC-0426,Apex Vita Systems,Develops electronic health record systems for regional hospital networks.,Healthcare,Mid-Market,NA,969,96,24,2,0.382,138,191,54228.08,Expansion conversation initiated by Director of Engineering. They want automation engine access for the entire sales org.,68407.06
